uniprot_id,protein_name,length,disorder_content
Q9UHB7,AF4/FMR2 family member 4,1163,0.82
P51826,AF4/FMR2 family member 3,1226,0.806
Q9BVQ7,ATPase family gene 2 protein homolog B,753,0.048
Q8NB90,ATPase family gene 2 protein homolog A,893,0.176
Q9Y4W6,Mitochondrial inner membrane m-AAA protease component AFG3L2,797,0.257
Q6ULP2,Aftiphilin,936,0.919
Q5BKT4,"Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase",473,0.025
Q5I7T1,"Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase",473,0.023
C9J202,Putative glycosyltransferase ALG1L2,215,0.07
Q8TF27,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 11",550,0.382
P06280,Alpha-galactosidase A,429,0.068
Q9UPQ3,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1",857,0.337
Q99490,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2",1192,0.574
Q96P64,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 4",663,0.419
Q96P47,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3",875,0.36
Q5VW22,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 6",663,0.478
Q5VUJ5,"Putative Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 7",663,0.487
Q5VTM2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 9",703,0.434
A6NIR3,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 5",686,0.507
O95081,Arf-GAP domain and FG repeat-containing protein 2,481,0.73
P52594,Arf-GAP domain and FG repeat-containing protein 1,562,0.762
Q8N302,Angiogenic factor with G patch and FHA domains 1,714,0.676
Q9H0P7,Putative uncharacterized protein encoded by AGPAT4-IT1,198,0.328
Q53H12,"Acylglycerol kinase, mitochondrial",422,0.142
O95394,Phosphoacetylglucosamine mutase,542,0.0
Q9UL18,Protein argonaute-1,857,0.043
Q9UKV8,Protein argonaute-2,859,0.047
Q9H9G7,Protein argonaute-3,860,0.04
Q9HCK5,Protein argonaute-4,861,0.033
O95994,Anterior gradient protein 2 homolog,175,0.223
Q8TD06,Anterior gradient protein 3,166,0.205
Q86SQ6,Adhesion G protein-coupled receptor A1,560,0.532
Q96PE1,Adhesion G protein-coupled receptor A2,1338,0.327
Q8IWK6,Adhesion G protein-coupled receptor A3,1321,0.303
O60242,Adhesion G protein-coupled receptor B3,1522,0.386
O14514,Adhesion G protein-coupled receptor B1,1584,0.383
O60241,Adhesion G protein-coupled receptor B2,1585,0.418
Q6QNK2,Adhesion G-protein coupled receptor D1,874,0.16
Q9UHX3,Adhesion G protein-coupled receptor E2,823,0.066
Q7Z7M1,Adhesion G-protein coupled receptor D2,963,0.139
Q86SQ3,Putative adhesion G protein-coupled receptor E4P,457,0.107
Q14246,Adhesion G protein-coupled receptor E1,886,0.082
Q5T601,Adhesion G-protein coupled receptor F1,910,0.151
Q9BY15,Adhesion G protein-coupled receptor E3,652,0.095
Q8IZF7,Putative adhesion G protein-coupled receptor F2P,708,0.212
P48960,Adhesion G protein-coupled receptor E5,835,0.084
Q8IZF5,Adhesion G-protein coupled receptor F3,1079,0.192
Q8IZF3,Adhesion G protein-coupled receptor F4,695,0.154
Q86Y34,Adhesion G protein-coupled receptor G3,549,0.102
Q8IZF2,Adhesion G protein-coupled receptor F5,1346,0.116
Q8IZF4,Adhesion G-protein coupled receptor G5,528,0.053
Q9Y653,Adhesion G-protein coupled receptor G1,693,0.072
Q96K78,Adhesion G-protein coupled receptor G7,797,0.142
Q8IZP9,Adhesion G-protein coupled receptor G2,1017,0.364
Q86SQ4,Adhesion G-protein coupled receptor G6,1221,0.161
O94910,Adhesion G protein-coupled receptor L1,1474,0.326
O00468,Agrin,2068,0.172
Q8IZF6,Adhesion G-protein coupled receptor G4,3080,0.051
Q9HBW9,Adhesion G protein-coupled receptor L4,690,0.058
O95490,Adhesion G protein-coupled receptor L2,1459,0.323
Q9HAR2,Adhesion G protein-coupled receptor L3,1447,0.314
O00253,Agouti-related protein,132,0.758
P21549,Alanine--glyoxylate aminotransferase,392,0.046
Q9BYV1,"Alanine--glyoxylate aminotransferase 2, mitochondrial",514,0.109
P50052,Type-2 angiotensin II receptor,363,0.14
P30556,Type-1 angiotensin II receptor,359,0.162
Q8WXG9,Adhesion G-protein coupled receptor V1,6306,0.005
Q8N157,Jouberin,1196,0.477
Q5TGY3,Transcription factor Gibbin,1603,0.991
Q8IVF2,Protein AHNAK2,5795,0.184
O95433,Activator of 90 kDa heat shock protein ATPase homolog 1,338,0.16
Q719I0,Putative activator of 90 kDa heat shock protein ATPase homolog 2,299,0.231
Q9NZD4,Alpha-hemoglobin-stabilizing protein,102,0.118
A9YTQ3,Aryl hydrocarbon receptor repressor,701,0.688
Q09666,Neuroblast differentiation-associated protein AHNAK,5890,0.13
P35869,Aryl hydrocarbon receptor,848,0.61
Q9GZX7,Single-stranded DNA cytosine deaminase,198,0.051
Q9BQI0,Allograft inflammatory factor 1-like,150,0.24
P55008,Allograft inflammatory factor 1,147,0.218
Q96BJ3,"Axin interactor, dorsalization-associated protein",306,0.144
Q9NVV5,Androgen-induced gene 1 protein,238,0.046
O95831,"Apoptosis-inducing factor 1, mitochondrial",613,0.21
Q96NN9,Apoptosis-inducing factor 3,605,0.102
O14862,Interferon-inducible protein AIM2,343,0.157
Q13155,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,320,0.319
Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,312,0.385
Q16352,Alpha-internexin,499,0.527
Q9NZN9,Aryl-hydrocarbon-interacting protein-like 1,384,0.188
O00170,AH receptor-interacting protein,330,0.076
Q9NX04,AFG2-interacting ribosome maturation factor,203,0.0
O43918,Autoimmune regulator,545,0.675
Q9UKB5,Adherens junction-associated protein 1,411,0.956
P14550,Aldo-keto reductase family 1 member A1,325,0.0
Q96IF1,LIM domain-containing protein ajuba,538,0.645
Q02040,A-kinase anchor protein 17A,695,0.567
C9J069,Apical junction component 1 homolog,976,0.694
Q04828,Aldo-keto reductase family 1 member C1,323,0.0
O60218,Aldo-keto reductase family 1 member B10,316,0.0
C9JRZ8,Aldo-keto reductase family 1 member B15,316,0.0
P17516,Aldo-keto reductase family 1 member C4,323,0.0
P42330,Aldo-keto reductase family 1 member C3,323,0.0
P52895,Aldo-keto reductase family 1 member C2,323,0.0
P51857,Aldo-keto reductase family 1 member D1,326,0.0
Q53H64,Putative ANKRD40 C-terminal-like protein,114,0.342
O43687,A-kinase anchor protein 7 isoforms alpha and beta,104,0.981
Q86UN6,A-kinase anchor protein 14,197,0.213
P0CW23,A-kinase anchor protein inhibitor 1,69,0.696
O43572,"A-kinase anchor protein 10, mitochondrial",662,0.553
Q9P0M2,A-kinase anchor protein 7 isoform gamma,348,0.319
Q92667,"A-kinase anchor protein 1, mitochondrial",903,0.661
Q9UKA4,A-kinase anchor protein 11,1901,0.781
P24588,A-kinase anchor protein 5,427,0.981
O43823,A-kinase anchor protein 8,692,0.782
Q5JQC9,A-kinase anchor protein 4,854,0.609
Q96JD6,"1,5-anhydro-D-fructose reductase",320,0.019
Q5T2L2,Putative aldo-keto reductase family 1 member C8,129,0.109
O75969,A-kinase anchor protein 3,853,0.703
Q02952,A-kinase anchor protein 12,1782,0.985
Q495B1,Ankyrin repeat and death domain-containing protein 1A,522,0.046
A6NHY2,Ankyrin repeat and death domain-containing protein 1B,528,0.136
Q13023,A-kinase anchor protein 6,2319,0.719
Q99996,A-kinase anchor protein 9,3907,0.03
Q9NWT8,Small ribosomal subunit protein mS38,199,0.849
Q9NQ31,A-kinase-interacting protein 1,210,0.838
Q9H9L7,Akirin-1,192,0.818
Q53H80,Akirin-2,203,0.877
Q9P2G1,Ankyrin repeat and IBR domain-containing protein 1,1089,0.355
Q5T1N1,Protein AKNAD1,836,0.823
Q7Z591,Microtubule organization protein AKNA,1439,0.899
Q9ULX6,A-kinase anchor protein 8-like,646,0.717
Q12802,A-kinase anchor protein 13,2813,0.239
P31751,RAC-beta serine/threonine-protein kinase,481,0.104
P31749,RAC-alpha serine/threonine-protein kinase,480,0.123
Q9Y243,RAC-gamma serine/threonine-protein kinase,479,0.121
Q9H8T0,AKT-interacting protein,292,0.39
Q96B36,Proline-rich AKT1 substrate 1,256,0.77
Q8N8R7,ARL14 effector protein,260,0.238
P00352,Aldehyde dehydrogenase 1A1,501,0.024
O94788,Retinal dehydrogenase 2,518,0.046
P47895,Retinaldehyde dehydrogenase 3,512,0.049
P30837,"Aldehyde dehydrogenase X, mitochondrial",517,0.056
O75891,Cytosolic 10-formyltetrahydrofolate dehydrogenase,902,0.0
Q3SY69,Mitochondrial 10-formyltetrahydrofolate dehydrogenase,923,0.02
Q60I27,ALS2 C-terminal-like protein,953,0.023
P30838,"Aldehyde dehydrogenase, dimeric NADP-preferring",453,0.042
P51648,Aldehyde dehydrogenase family 3 member A2,485,0.049
P43353,Aldehyde dehydrogenase family 3 member B1,468,0.036
P48448,Aldehyde dehydrogenase family 3 member B2,385,0.034
P30038,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",563,0.071
P20292,Arachidonate 5-lipoxygenase-activating protein,161,0.093
P49419,Alpha-aminoadipic semialdehyde dehydrogenase,539,0.082
Q9H2A2,2-aminomuconic semialdehyde dehydrogenase,487,0.0
P49189,4-trimethylaminobutyraldehyde dehydrogenase,494,0.018
P24298,Alanine aminotransferase 1,496,0.056
Q8TD30,Alanine aminotransferase 2,523,0.103
P02768,Albumin,609,0.03
P05091,"Aldehyde dehydrogenase, mitochondrial",517,0.052
P04075,Fructose-bisphosphate aldolase A,364,0.008
P05062,Fructose-bisphosphate aldolase B,364,0.011
P09972,Fructose-bisphosphate aldolase C,364,0.014
P15121,Aldo-keto reductase family 1 member B1,316,0.0
P84996,Protein ALEX,626,1.0
Q2TAA5,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase",492,0.045
Q9BV10,"Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase",488,0.014
Q96F25,UDP-N-acetylglucosamine transferase subunit ALG14,216,0.069
Q9NP73,UDP-N-acetylglucosamine transferase subunit ALG13,1137,0.629
Q9BT22,Chitobiosyldiphosphodolichol beta-mannosyltransferase,464,0.024
Q9H553,"Alpha-1,3/1,6-mannosyltransferase ALG2",416,0.026
Q92685,"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase",438,0.073
Q9Y673,Dolichyl-phosphate beta-glucosyltransferase,324,0.04
Q9Y672,"Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase",507,0.02
Q9BVK2,"Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase",526,0.008
Q9H6U8,"Alpha-1,2-mannosyltransferase ALG9",611,0.105
Q13686,Nucleic acid dioxygenase ALKBH1,389,0.121
Q6NS38,DNA oxidative demethylase ALKBH2,261,0.215
Q96Q83,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,286,0.238
Q9NXW9,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4,302,0.043
Q6P6C2,RNA demethylase ALKBH5,394,0.439
Q9BT30,"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial",221,0.09
Q3KRA9,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6,238,0.029
Q96BT7,Alkylated DNA repair protein alkB homolog 8,664,0.139
Q6UX46,ALK and LTK ligand 2,152,0.618
Q6UXT8,ALK and LTK ligand 1,129,0.566
Q6ZNB7,Alkylglycerol monooxygenase,445,0.02
Q9UM73,ALK tyrosine kinase receptor,1620,0.233
Q8N6M5,Probable inactive allantoicase,391,0.049
Q8TCU4,Centrosome-associated protein ALMS1,4168,0.146
Q96QP1,Alpha-protein kinase 1,1244,0.395
Q96L96,Alpha-protein kinase 3,1705,0.709
Q86TB3,Alpha-protein kinase 2,2170,0.781
P55789,FAD-linked sulfhydryl oxidase ALR,205,0.454
P35858,Insulin-like growth factor-binding protein complex acid labile subunit,605,0.074
Q96Q42,Alsin,1657,0.196
Q15699,ALX homeobox protein 1,326,0.834
O95076,Homeobox protein aristaless-like 3,343,0.843
Q9H161,Homeobox protein aristaless-like 4,411,0.866
Q9UHK6,Alpha-methylacyl-CoA racemase,382,0.0
Q9NP70,Ameloblastin,447,1.0
P02760,Protein AMBP,352,0.216
Q99217,"Amelogenin, X isoform",191,0.974
P19021,Peptidyl-glycine alpha-amidating monooxygenase,973,0.362
Q99218,"Amelogenin, Y isoform",206,1.0
Q8N7J2,APC membrane recruitment protein 2,671,1.0
Q5JTC6,APC membrane recruitment protein 1,1135,0.946
Q6DCA0,AMMECR1-like protein,310,0.368
Q8N944,APC membrane recruitment protein 3,861,0.999
Q9UKV5,E3 ubiquitin-protein ligase AMFR,643,0.336
Q86WK6,Amphoterin-induced protein 1,493,0.308
Q86SJ2,Amphoterin-induced protein 2,522,0.268
Q16671,Anti-Muellerian hormone type-2 receptor,573,0.272
Q86WK7,Amphoterin-induced protein 3,504,0.315
Q8IY45,Protein AMN1 homolog,258,0.043
Q9Y4X0,Nuclear protein AMMECR1,333,0.378
Q9BXJ7,Protein amnionless,453,0.247
Q9Y2J4,Angiomotin-like protein 2,779,0.662
Q8IY63,Angiomotin-like protein 1,956,0.746
Q4VCS5,Angiomotin,1084,0.785
Q9H4A4,Aminopeptidase B,650,0.025
P23109,AMP deaminase 1,747,0.138
Q01432,AMP deaminase 3,767,0.123
Q01433,AMP deaminase 2,825,0.225
Q07075,Glutamyl aminopeptidase,957,0.082
P49418,Amphiphysin,695,0.561
P28838,Cytosol aminopeptidase,519,0.056
Q8N6M6,Aminopeptidase O,819,0.122
P15144,Aminopeptidase N,967,0.058
Q6Q4G3,Aminopeptidase Q,990,0.089
P30533,Alpha-2-macroglobulin receptor-associated protein,357,0.241
Q9C0C7,Activating molecule in BECN1-regulated autophagy protein 1,1298,0.68
Q6UX39,Amelotin,209,0.971
P0DUB6,Alpha-amylase 1A,511,0.027
P0DTE7,Alpha-amylase 1B,511,0.027
P0DTE8,Alpha-amylase 1C,511,0.027
P19961,Alpha-amylase 2B,511,0.027
P04746,Pancreatic alpha-amylase,511,0.027
Q86W34,Archaemetzincin-2,360,0.05
Q400G9,Archaemetzincin-1,498,0.303
Q8IZ07,Ankyrin repeat domain-containing protein 13A,590,0.195
Q86YJ7,Ankyrin repeat domain-containing protein 13B,626,0.243
Q8N6S4,Ankyrin repeat domain-containing protein 13C,541,0.216
Q6ZTN6,Ankyrin repeat domain-containing protein 13D,605,0.189
Q8IVF6,Ankyrin repeat domain-containing protein 18A,992,0.485
A2A2Z9,Ankyrin repeat domain-containing protein 18B,1011,0.545
Q5CZ79,Ankyrin repeat domain-containing protein 20B,823,0.516
P39687,Acidic leucine-rich nuclear phosphoprotein 32 family member A,249,0.373
Q9BXX3,Ankyrin repeat domain-containing protein 30A,1397,0.656
Q92688,Acidic leucine-rich nuclear phosphoprotein 32 family member B,251,0.382
O95626,Acidic leucine-rich nuclear phosphoprotein 32 family member D,131,0.0
O43423,Putative uncharacterized protein ANP32CP,234,0.376
Q9BXX2,Ankyrin repeat domain-containing protein 30B,1392,0.647
Q9BTT0,Acidic leucine-rich nuclear phosphoprotein 32 family member E,268,0.425
A6NCL7,Ankyrin repeat domain-containing protein 33B,494,0.551
Q69YU3,Ankyrin repeat domain-containing protein 34A,496,0.698
P54802,Alpha-N-acetylglucosaminidase,743,0.024
A5PLL1,Ankyrin repeat domain-containing protein 34B,514,0.689
P0C6C1,Ankyrin repeat domain-containing protein 34C,535,0.703
Q8N2N9,Ankyrin repeat domain-containing protein 36B,1353,0.608
Q5JPF3,Ankyrin repeat domain-containing protein 36C,1778,0.676
Q9UJX6,Anaphase-promoting complex subunit 2,822,0.049
A6QL64,Ankyrin repeat domain-containing protein 36A,1915,0.676
Q96K21,Abscission/NoCut checkpoint regulator,471,0.699
P10275,Androgen receptor,920,0.62
P16860,Natriuretic peptides B,134,1.0
P23582,C-type natriuretic peptide,126,1.0
Q9P2R3,Rabankyrin-5,1169,0.05
P01160,Natriuretic peptides A,151,1.0
Q9UNK9,Protein angel homolog 1,670,0.373
Q5VTE6,Protein angel homolog 2,544,0.338
P03950,Angiogenin,147,0.163
Q9UKU9,Angiopoietin-related protein 2,493,0.438
O95841,Angiopoietin-related protein 1,491,0.415
Q9BY76,Angiopoietin-related protein 4,406,0.323
Q9Y5C1,Angiopoietin-related protein 3,460,0.35
Q86XS5,Angiopoietin-related protein 5,388,0.289
O43827,Angiopoietin-related protein 7,346,0.156
Q6UXH0,Angiopoietin-like protein 8,198,0.338
Q8NI99,Angiopoietin-related protein 6,470,0.357
Q15389,Angiopoietin-1,498,0.414
O15123,Angiopoietin-2,496,0.526
Q9Y264,Angiopoietin-4,503,0.501
P01019,Angiotensinogen,476,0.082
E9PGG2,Anomalous homeobox protein,379,0.491
Q7Z5J8,Ankyrin and armadillo repeat-containing protein,1434,0.073
Q9NU02,Ankyrin repeat and EF-hand domain-containing protein 1,776,0.173
Q8NFD2,Ankyrin repeat and protein kinase domain-containing protein 1,765,0.071
Q8N957,Ankyrin repeat and fibronectin type-III domain-containing protein 1,1146,0.198
Q9HCJ1,Mineralization regulator ANKH,492,0.065
P16157,Ankyrin-1,1881,0.293
Q9BQD7,Adenine nucleotide translocase lysine N-methyltransferase,235,0.34
Q8NAG6,Ankyrin repeat and LEM domain-containing protein 1,615,0.374
Q15327,Ankyrin repeat domain-containing protein 1,319,0.408
Q86XL3,Ankyrin repeat and LEM domain-containing protein 2,938,0.501
Q92527,Ankyrin repeat domain-containing protein 7,254,0.122
Q9GZV1,Ankyrin repeat domain-containing protein 2,360,0.381
Q8IWZ3,Ankyrin repeat and KH domain-containing protein 1,2542,0.604
Q96BM1,Ankyrin repeat domain-containing protein 9,317,0.11
Q9Y2G4,Ankyrin repeat domain-containing protein 6,727,0.444
Q6ZW76,Ankyrin repeat and SAM domain-containing protein 3,656,0.412
A6NFN9,Protein ANKUB1,502,0.279
Q01484,Ankyrin-2,3957,0.422
Q12955,Ankyrin-3,4377,0.289
Q9P2S6,Ankyrin repeat and MYND domain-containing protein 1,941,0.192
Q68DC2,Ankyrin repeat and SAM domain-containing protein 6,871,0.489
Q8IV38,Ankyrin repeat and MYND domain-containing protein 2,441,0.152
Q9H8Y5,tRNA endonuclease ANKZF1,726,0.335
Q9NQW6,Anillin,1124,0.682
Q99873,Protein arginine N-methyltransferase 1,371,0.132
P55345,Protein arginine N-methyltransferase 2,433,0.081
O60678,Protein arginine N-methyltransferase 3,531,0.168
O14744,Protein arginine N-methyltransferase 5,637,0.022
Q96LA8,Protein arginine N-methyltransferase 6,375,0.083
Q9NVM4,Protein arginine N-methyltransferase 7,692,0.0
Q9NR22,Protein arginine N-methyltransferase 8,394,0.18
Q6P2P2,Protein arginine N-methyltransferase 9,845,0.095
Q9NW15,Anoctamin-10,660,0.045
Q75V66,Anoctamin-5,913,0.077
Q4KMQ2,Anoctamin-6,910,0.082
Q5XXA6,Anoctamin-1,986,0.185
Q32M45,Anoctamin-4,955,0.146
Q9NQ90,Anoctamin-2,1003,0.216
Q9BYT9,Anoctamin-3,981,0.169
Q6IWH7,Anoctamin-7,933,0.151
A1A5B4,Anoctamin-9,782,0.105
Q9HCE9,Anoctamin-8,1232,0.489
P16066,Atrial natriuretic peptide receptor 1,1061,0.085
P17342,Atrial natriuretic peptide receptor 3,541,0.237
P20594,Atrial natriuretic peptide receptor 2,1047,0.09
Q9NXR5,Ankyrin repeat domain-containing protein 10,420,0.6
Q6P6B7,Ankyrin repeat domain-containing protein 16,361,0.042
Q9H560,Putative ankyrin repeat domain-containing protein 19,264,0.027
Q5VYY1,Ankyrin repeat domain-containing protein 22,191,0.0
Q86SG2,Ankyrin repeat domain-containing protein 23,305,0.354
Q8N6D5,Ankyrin repeat domain-containing protein 29,301,0.043
O15084,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,1053,0.058
Q8TF21,Ankyrin repeat domain-containing protein 24,1146,0.44
Q7Z713,Ankyrin repeat domain-containing protein 37,158,0.342
Q96NW4,Ankyrin repeat domain-containing protein 27,1050,0.25
Q53RE8,Ankyrin repeat domain-containing protein 39,183,0.169
Q6UB98,Ankyrin repeat domain-containing protein 12,2062,0.903
Q8N283,Ankyrin repeat domain-containing protein 35,1001,0.374
Q9UPS8,Ankyrin repeat domain-containing protein 26,1710,0.553
Q6AI12,Ankyrin repeat domain-containing protein 40,368,0.516
Q6UB99,Ankyrin repeat domain-containing protein 11,2663,0.895
Q8N9B4,Ankyrin repeat domain-containing protein 42,389,0.219
Q8N7Z5,Ankyrin repeat domain-containing protein 31,1873,0.734
O75179,Ankyrin repeat domain-containing protein 17,2603,0.618
Q8N8A2,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,993,0.029
Q5TZF3,Ankyrin repeat domain-containing protein 45,266,0.199
Q86W74,Ankyrin repeat domain-containing protein 46,228,0.338
Q8WVL7,Ankyrin repeat domain-containing protein 49,239,0.305
Q8N9V6,Ankyrin repeat domain-containing protein 53,530,0.54
Q8NB46,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C,1076,0.071
Q6NXT1,Ankyrin repeat domain-containing protein 54,300,0.35
Q9ULJ7,Ankyrin repeat domain-containing protein 50,1429,0.239
A6NGH8,Ankyrin repeat domain-containing protein 61,418,0.069
Q9BZ19,Ankyrin repeat domain-containing protein 60,345,0.339
Q3KP44,Ankyrin repeat domain-containing protein 55,614,0.505
Q9H9E1,Ankyrin repeat family A protein 2,313,0.441
B4E2M5,Ankyrin repeat domain-containing protein 66,196,0.359
E5RJM6,Ankyrin repeat domain-containing protein 65,399,0.15
C9JTQ0,Ankyrin repeat domain-containing protein 63,380,0.524
A6NC57,Ankyrin repeat domain-containing protein 62,917,0.378
Q8N8V4,Ankyrin repeat and SAM domain-containing protein 4B,417,0.477
Q92625,Ankyrin repeat and SAM domain-containing protein 1A,1134,0.507
Q7Z6G8,Ankyrin repeat and sterile alpha motif domain-containing protein 1B,1248,0.543
P01008,Antithrombin-III,464,0.149
Q9H6X2,Anthrax toxin receptor 1,564,0.45
P58335,Anthrax toxin receptor 2,489,0.411
A6NF34,Anthrax toxin receptor-like,631,0.537
Q9UJ72,Annexin A10,324,0.009
P27216,Annexin A13,316,0.032
P50995,Annexin A11,505,0.358
P04083,Annexin A1,346,0.0
P07355,Annexin A2,339,0.065
P12429,Annexin A3,323,0.0
P09525,Annexin A4,319,0.0
P08758,Annexin A5,320,0.0
P08133,Annexin A6,673,0.015
P13928,Annexin A8,327,0.0
O76027,Annexin A9,345,0.058
